62.4665 248.959
56.1674 223.177
49.5028 198.39
45.1022 178.958
41.5889 166.066
39.9973 160.039
38.2406 153.514
36.6617 148.069
35.0475 140.993
34.3347 137.704
32.1726 128.2
30.1074 120.674
29.1685 116.92
27.7902 112.171
26.8579 108.283
26.4092 105.881
25.6579 102.175
25.0851 99.8295
24.5847 97.7749
23.5985 94.2765
23.2254 92.8826
22.5346 90.2697
22.168 88.9987
22.6616 89.8842
22.2946 87.6068
21.2182 83.7206
19.8992 77.5026
18.272 71.0419
17.0752 65.9906
15.5749 60.4662
14.4502 57.4943
13.7038 55.5275
13.3276 54.1107
13.46 53.1628
12.7726 50.3686
12.545 49.1122
12.1837 46.9923
11.3583 44.2119
10.1486 39.6706
9.32539 36.5822
8.71188 34.4022
8.22806 32.4436
7.69416 30.0049
7.46301 29.0628
6.95607 27.1584
6.67228 25.8539
7.19842 26.453
7.81753 27.8537
7.19907 25.6276
6.8328 24.5014
5.74352 21.675
5.61072 21.0862
5.31146 20.35
5.57793 20.5599
5.28369 19.8576
4.99504 19.1334
4.66842 18.29
4.56176 17.6781
4.16264 16.5957
4.23443 16.5481
3.97551 16.1465
3.9398 15.929
3.86984 15.5153
3.72876 15.097
3.6614 14.8146
3.62044 14.6848
3.63261 14.6213
3.55364 14.5504
3.57389 14.5521
3.67739 14.6334
3.75123 14.7034
3.70461 14.5415
3.67347 14.3182
3.52758 13.9892
3.38269 13.5905
3.37294 13.4546
3.42489 13.4024
3.64087 13.5284
3.53706 13.3534
3.7522 13.646
3.49759 13.1778
3.17753 12.674
3.14965 12.567
3.13551 12.513
3.1345 12.5134
3.12013 12.4808
3.18122 12.5266
3.42392 12.7866
3.06338 12.3834
2.98935 12.2726
2.97294 12.1784
3.07431 12.1966
2.985 11.9975
2.93501 11.779
2.88014 11.4498
2.83664 11.0967
2.80204 10.8371
2.62898 10.5189
2.64128 10.5317
2.5781 10.2974
2.74374 10.3717
2.45106 9.86576
2.48881 9.86675
2.36961 9.63791
2.36816 9.53294
2.2964 9.23257
2.22715 9.0226
2.3291 9.06398
2.19707 8.85085
2.29757 8.91903
2.24659 8.84595
2.14413 8.73196
2.14907 8.73274
2.14401 8.73097
2.11072 8.70195
2.1928 8.75212
2.13831 8.7067
2.17079 8.72337
2.65787 9.36314
2.62679 9.34649
2.44528 9.06085
2.21454 8.7968
2.13793 8.69591
2.17317 8.72783
2.21594 8.75182
2.21332 8.74506
2.19327 8.71804
2.12426 8.67033
2.23728 8.75865
2.1447 8.69053
2.31833 8.87054
2.10096 8.66184
2.10481 8.66245
2.14084 8.68196
2.24541 8.75665
2.15556 8.69004
2.11632 8.66786
2.10432 8.66263
2.10325 8.66226
2.11338 8.6661
2.22533 8.76349
2.12263 8.66847
2.23528 8.77402
2.10161 8.66199
2.11454 8.66593
2.13067 8.67407
2.25486 8.79312
2.18954 8.72775
2.11624 8.668
2.13831 8.67781
2.21859 8.75974
2.44949 9.04145
2.20256 8.72042
2.31283 8.83768
2.14438 8.6895
2.24353 8.81244
2.19517 8.73516
2.31228 8.88398
2.12425 8.67171
2.21982 8.75112
2.17218 8.69995
2.17613 8.70726
2.14957 8.69474
2.16364 8.69498
2.10306 8.66237
2.16439 8.70488
2.11847 8.66771
2.10096 8.66184
2.13412 8.67557
2.37 8.92196
2.1733 8.70436
2.17284 8.71805
2.10868 8.6641
2.14596 8.68707
2.13307 8.67498
2.1089 8.66387
2.13371 8.67647
2.31793 8.85834
2.32599 8.85122
2.44531 9.09226
2.37624 8.90296
2.33173 8.89439
2.1954 8.72805
2.13704 8.68235
2.20059 8.73189
2.24338 8.76219
2.25173 8.7592
2.32931 8.85827
2.10096 8.66184
2.29756 8.83936
2.21988 8.75116
2.4064 8.98193
2.39115 8.95724
2.13514 8.67442
2.11427 8.6667
2.14453 8.68931
2.127 8.67439
2.10132 8.66189
2.15083 8.69342
2.185 8.70772
2.46259 9.07536
2.18862 8.72706
2.14343 8.67968
2.1265 8.67066
2.12363 8.67257
2.1312 8.67838
2.12015 8.6689
2.11637 8.66578
2.21381 8.72207
2.1578 8.69447
2.1264 8.67225
2.14829 8.6799
2.21074 8.73937
2.3123 8.88581
2.37519 8.96337
2.2581 8.81223
2.16007 8.68819
2.41988 9.01521
2.28506 8.8554
2.37841 8.95322
2.34537 8.89739
2.12877 8.67338
2.12908 8.67696
2.14847 8.68836
2.15034 8.6821
2.10096 8.66184
2.10096 8.66184
2.10101 8.66185
2.13536 8.67578
2.10096 8.66184
2.54003 9.15736
2.11089 8.66506
2.33228 8.84213
2.42321 8.97767
2.11155 8.66579
2.13864 8.68163
2.10554 8.6631
2.10861 8.66355
2.22306 8.74667
2.21718 8.7644
2.18325 8.71155
2.11165 8.66675
2.1056 8.6629
2.10606 8.66306
2.1012 8.66187
2.16405 8.70121
2.32584 8.8657
2.21911 8.75173
2.28097 8.81663
2.27349 8.84995
2.20105 8.72873
2.11013 8.66401
2.15335 8.6852
2.14566 8.67905
2.17129 8.70485
2.40267 8.95194
2.14848 8.68709
2.13846 8.68023
2.14983 8.69055
2.13979 8.68065
2.19825 8.75073
2.16143 8.70874
2.14613 8.69451
2.13529 8.68356
2.17403 8.71087
2.30243 8.85414
2.3081 8.87323
2.12112 8.67186
2.14471 8.68977
2.10656 8.66345
2.11609 8.66941
2.35732 8.89756
2.17881 8.71178
2.13656 8.67712
2.11578 8.66617
2.1408 8.68132
2.11854 8.66767
2.14976 8.68344
2.17832 8.69305
2.1022 8.66213
2.14267 8.68522
2.17246 8.71283
2.10098 8.66184
2.1116 8.66454
2.13679 8.683
2.10143 8.66193
2.10532 8.66305
2.13532 8.68104
2.12422 8.67307
2.10507 8.66263
2.14119 8.67777
2.14545 8.6902
2.22487 8.76609
2.30651 8.85878
2.11782 8.66664
2.21473 8.74005
2.32812 8.89244
2.33205 8.87305
2.4871 9.23404
2.43954 9.12128
2.17759 8.71553
2.15605 8.70475
2.16429 8.70449
2.30809 8.85716
2.11904 8.66821
2.16149 8.69323
2.32927 8.85775
2.12009 8.66855
2.10271 8.66228
2.10211 8.66204
2.12778 8.67412
2.1349 8.6799
2.11929 8.66994
2.35016 8.90217
2.35666 8.96024
2.27327 8.83654
2.35493 8.91604
2.13109 8.67765
2.10957 8.66533
2.15385 8.6983
2.11401 8.66647
2.13513 8.67658
2.29051 8.84601
2.16959 8.69758
2.10183 8.662
2.10713 8.66288
2.10702 8.66312
2.15742 8.69331
2.17334 8.70351
2.14787 8.68812
2.10096 8.66184
2.10708 8.66298
2.1149 8.66733
2.10096 8.66184
2.10103 8.66185
2.1011 8.66187
2.12641 8.67047
2.1368 8.67671
2.1345 8.67639
2.10096 8.66184
2.10096 8.66184
2.11686 8.6678
2.18717 8.71579
2.10131 8.66194
2.2109 8.74341
2.28195 8.86304
2.24812 8.81077
2.22378 8.76638
2.18282 8.71368
2.11419 8.66667
2.10096 8.66184
2.10215 8.66203
2.10096 8.66184
