1 2 1.00851 0.503284 -0.147551 0.00538748
2 1.999 1.01513 0.500763 -0.132891 0.00518858
3 1.998 1.01624 0.501479 -0.128934 0.00516802
4 1.997 1.01535 0.497544 -0.11952 0.00526176
5 1.996 1.01015 0.497062 -0.120511 0.00533659
6 1.995 1.01097 0.500887 -0.138267 0.00465488
7 1.99401 1.0117 0.502865 -0.140422 0.00483752
8 1.99301 1.01691 0.505741 -0.141678 0.00542999
9 1.99201 1.01912 0.502991 -0.126271 0.00436561
10 1.99102 1.01778 0.505613 -0.146064 0.00456079
11 1.99002 1.01521 0.507808 -0.148547 0.00490514
12 1.98903 1.01756 0.508413 -0.146416 0.0045173
13 1.98803 1.02072 0.512901 -0.15225 0.00504602
14 1.98704 1.01409 0.516985 -0.170727 0.00422342
15 1.98605 1.01892 0.512685 -0.151666 0.00439729
16 1.98505 1.01913 0.516449 -0.155262 0.00417349
17 1.98406 1.01866 0.517541 -0.177985 0.00433506
18 1.98307 1.018 0.522018 -0.183526 0.0044777
19 1.98208 1.0168 0.518303 -0.165109 0.0049582
20 1.98109 1.02096 0.514358 -0.151823 0.00456918
21 1.98009 1.01345 0.517031 -0.170742 0.00424866
22 1.9791 1.02124 0.518342 -0.15892 0.00452907
23 1.97812 1.01562 0.515867 -0.166837 0.00427872
24 1.97713 1.0168 0.514694 -0.165885 0.0044763
25 1.97614 1.02572 0.518123 -0.155166 0.00462754
26 1.97515 1.01837 0.516221 -0.162064 0.00437595
27 1.97416 1.02645 0.513841 -0.1438 0.00469574
28 1.97317 1.02872 0.511934 -0.140139 0.00469101
29 1.97219 1.02781 0.508541 -0.125765 0.00461987
30 1.9712 1.02053 0.509223 -0.148207 0.00531983
31 1.97022 1.01747 0.513475 -0.154126 0.00486116
32 1.96923 1.00768 0.512168 -0.167598 0.00507547
33 1.96825 1.01518 0.514042 -0.165599 0.0045157
34 1.96726 1.00547 0.509427 -0.162026 0.00470612
35 1.96628 1.0005 0.505286 -0.15279 0.00477115
36 1.9653 1.00328 0.50545 -0.156534 0.00482898
37 1.96431 1.00253 0.501534 -0.14743 0.00462653
38 1.96333 1.01206 0.501141 -0.124015 0.00482496
39 1.96235 1.00724 0.497511 -0.134175 0.00452994
40 1.96137 1.00357 0.494325 -0.134489 0.00504961
41 1.96039 1.00797 0.496006 -0.127078 0.00468348
42 1.95941 1.0013 0.49228 -0.119906 0.00554152
43 1.95843 1.00866 0.495686 -0.129822 0.00466563
44 1.95745 1.018 0.494799 -0.1078 0.00524652
45 1.95647 1.01402 0.492915 -0.10813 0.00479003
46 1.95549 1.01154 0.492756 -0.10767 0.00567513
47 1.95451 1.01038 0.492535 -0.103445 0.00584276
48 1.95354 1.01539 0.496889 -0.121599 0.00477374
49 1.95256 1.02486 0.500273 -0.117224 0.004445
50 1.95158 1.03024 0.500999 -0.107065 0.00474921
51 1.95061 1.0218 0.496699 -0.107406 0.00505237
52 1.94963 1.03095 0.497198 -0.100265 0.0052296
53 1.94866 1.02415 0.498398 -0.112424 0.00489256
54 1.94768 1.02723 0.50019 -0.115239 0.00498124
55 1.94671 1.03004 0.497159 -0.0985321 0.00475539
56 1.94574 1.03463 0.499497 -0.104167 0.00467236
57 1.94476 1.03426 0.50393 -0.108254 0.00514204
58 1.94379 1.03641 0.505459 -0.114209 0.00517562
59 1.94282 1.03687 0.507126 -0.108474 0.0048698
60 1.94185 1.03416 0.50381 -0.108777 0.00487752
61 1.94088 1.04226 0.500589 -0.0893206 0.0048942
62 1.93991 1.03724 0.498437 -0.0998037 0.00473239
63 1.93894 1.03449 0.493558 -0.073719 0.0050529
64 1.93797 1.04094 0.495391 -0.0776466 0.00473948
65 1.937 1.04696 0.49054 -0.0475136 0.00446551
66 1.93603 1.04104 0.490652 -0.0650128 0.00472499
67 1.93506 1.03247 0.488057 -0.0787758 0.00484477
68 1.93409 1.0324 0.491581 -0.0856214 0.00490661
69 1.93313 1.03776 0.489266 -0.0629665 0.00492953
70 1.93216 1.03618 0.487733 -0.0608136 0.00524844
71 1.93119 1.03311 0.485826 -0.0644983 0.00530903
72 1.93023 1.03078 0.483719 -0.0529936 0.00566948
73 1.92926 1.03623 0.486464 -0.0576316 0.00492468
74 1.9283 1.03261 0.490727 -0.0805787 0.00467491
75 1.92733 1.03826 0.495518 -0.0796826 0.00522574
76 1.92637 1.03125 0.499107 -0.107023 0.00552377
77 1.92541 1.02497 0.497444 -0.108543 0.00456736
78 1.92444 1.02053 0.493537 -0.099226 0.00438179
79 1.92348 1.01809 0.495522 -0.118697 0.00568219
80 1.92252 1.02242 0.492735 -0.103367 0.00484922
81 1.92156 1.031 0.491537 -0.0732549 0.00548858
82 1.9206 1.03591 0.489111 -0.0694129 0.00537692
83 1.91964 1.03925 0.487547 -0.0503322 0.0057431
84 1.91868 1.04364 0.482819 -0.0310429 0.00567884
85 1.91772 1.03939 0.487494 -0.0624717 0.00516232
86 1.91676 1.03939 0.487494 -0.0624717 0.00516232
87 1.9158 1.04537 0.487223 -0.0565994 0.00583171
88 1.91484 1.04338 0.490356 -0.0661572 0.00547057
89 1.91389 1.03813 0.485579 -0.0536899 0.00508143
90 1.91293 1.04513 0.481449 -0.0288075 0.00592373
91 1.91197 1.0384 0.480724 -0.034663 0.0051805
92 1.91102 1.03509 0.478738 -0.0327202 0.00586934
93 1.91006 1.03274 0.481743 -0.0594837 0.00586629
94 1.90911 1.04008 0.47804 -0.0271616 0.00554942
95 1.90815 1.04931 0.477146 -0.0113171 0.0060462
96 1.9072 1.05921 0.481794 -0.0169138 0.00592598
97 1.90624 1.06893 0.483391 0.000346596 0.00572055
98 1.90529 1.0613 0.478941 -0.0023973 0.00595839
99 1.90434 1.05923 0.480014 -0.00717428 0.00584054
100 1.90339 1.04986 0.484104 -0.0297328 0.00558616
101 1.90244 1.04161 0.480491 -0.0389595 0.00582242
